Filename: test2.csv, Filetype: text/plain, Filepath: unittests/test1/test2.csv, Hashtype: md5 - d0e4643627cbd3b3dcbe6869d19842dc, size: 24
Filename: test.csv, Filetype: text/plain, Filepath: unittests/test1/test.csv, Hashtype: md5 - a4f67810ed9271018f5a31ca3bce2888, size: 30
